Sword Art Online Progressive 008 - Tặng Kèm Postcard PVC,114.750 đ,15%,https://cdn0.fahasa.com/media/catalog/product/s/a/sao-p8---bia-1_1.jpg,https://www.fahasa.com/sword-art-online-progressive-008-tang-kem-postcard-pvc.html
"Và Rồi, Tháng 9 Không Có Cậu Đã Tới",84.000 đ,21%,https://cdn0.fahasa.com/media/catalog/product/8/9/8936186543074_1.jpg,https://www.fahasa.com/va-roi-thang-9-khong-co-cau-da-toi.html
Làm Bạn Thân Có Khó Không - Tập 5 - Bản Đặc Biệt - Tặng Kèm Bookmark + 2 Card PVC + Poster 30x42cm,125.100 đ,10%,https://cdn0.fahasa.com/media/catalog/product/6/0/600-l_m-b_n-th_n-c_-kh_-kh_ng-5qu_.jpg,https://www.fahasa.com/lam-ban-than-co-kho-khong-tap-5-ban-dac-biet-tang-kem-bookmark-2-card-pvc-poster-30x42cm.html
Chitose Trong Chai Ramune - Tập 1 - Bản Giới Hạn - Tặng Bìa Áo Limited + 02 Postcard,84.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/c/h/chitose-trong-chai-ramune---tap-1---ban-gioi-han.jpg,https://www.fahasa.com/chitose-trong-chai-ramune-tap-1-ban-gioi-han-tang-bia-ao-limited-02-postcard.html
Hội Chứng Tuổi Thanh Xuân - Tập 9 - Bản Giới Hạn - Tặng Kèm Bookmark + Postcard PVC + Sổ Tay,105.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/h/o/hoi-chung-tuoi-thanh-xuan_9_ban-gioi-han.jpg,https://www.fahasa.com/hoi-chung-tuoi-thanh-xuan-tap-9-ban-gioi-han-tang-kem-bookmark-postcard-pvc-so-tay.html
Chitose Trong Chai Ramune - Tập 2 - Bản Giới Hạn - Tặng Bìa Áo Limited + Postcard + Clear Clipsheet,84.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/c/h/chitose-trong-chai-ramune_2_ban-gioi-han.jpg,https://www.fahasa.com/chitose-trong-chai-ramune-tap-2-ban-gioi-han-tang-bia-ao-limited-postcard-clear-clipsheet.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 5 - Tặng Kèm Poster + Bookmark,112.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-5-tang-kem-poster-bookmark.html
SPY ROOM - Lớp Học Điệp Viên - Tập 5: Gujin Elna - Bản Đặc Biệt - Tặng Kèm Bookmark + Thẻ Nhân Vật + Huy Hiệu + Móc Khóa,106.650 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/spy-room-lop-hoc-diep-vien-tap-5-gujin-elna-ban-dac-biet-tang-kem-bookmark-the-nhan-vat-huy-hieu-moc-khoa.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 6 - Tặng Kèm Bookmark + Postcard Hai Mặt,111.200 đ,25%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-6-tang-kem-bookmark-postcard-hai-mat.html
Dã Ngoại Nơi Mặt Sau Của Thế Giới - Otherside Picnic 2,116.250 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/da-ngoai-noi-mat-sau-cua-the-gioi-otherside-picnic-2.html
Holmes Ở Kyoto - Tập 7 - Tặng Kèm Postcard,85.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/holmes-o-kyoto-tap-7-tang-kem-postcard.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 6 - Tặng Kèm Postcard + Bookmark,112.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-6-tang-kem-postcard-bookmark.html
Date A Live - Tập 13 - Nia Creation - Tặng Kèm 2 Bookmark + 1 Postcard,102.400 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/date-a-live-tap-13-nia-creation-tang-kem-2-bookmark-1-postcard.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 4,103.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-4.html
Tiểu Thuyết Thanh Gươm Diệt Quỷ 2: Cánh Bướm Khuyết,40.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/thanh-guom-diet-quy-2-canh-buom-khuyet.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 3,95.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-3.html
Chào Mừng Đến Lớp Học Đề Cao Thực Lực - Tập 4 - Bản Đặc Biệt - Tặng Kèm Camera Card,96.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/chao-mung-den-lop-hoc-de-cao-thuc-luc-tap-4-ban-dac-biet-tang-kem-camera-card.html
86-EIGHTY SIX- Ep.7,100.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/86-eighty-six-ep-7.html
Thanh Gươm Diệt Quỷ: Đóa Hoa Hạnh Phúc,40.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/thanh-guom-diet-quy-doa-hoa-hanh-phuc.html
Sword Art Online 23,100.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/sword-art-online-23.html
Tanya Chiến Ký 3: The Finest Hour - Bản Đặc Biệt - Tặng Kèm Bookmark + 2 Postcard Metalize + Lót Ly,125.610 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/tanya-chien-ky-3-the-finest-hour-ban-dac-biet-tang-kem-bookmark-2-postcard-metalize-lot-ly.html
Hội Chứng Tuổi Thanh Xuân - Tập 8 - Bản Giới Hạn - Tặng Kèm Bookmark + Postcard PVC,84.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/hoi-chung-tuoi-thanh-xuan-tap-8-ban-gioi-han-tang-kem-bookmark-postcard-pvc.html
Cô Nàng Otaku Nhà Tôi - Tập 1 - Tặng Kèm Bookmark + Postcard + Phong Bì Thư Otaku + Sticker,100.800 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/co-nang-otaku-nha-toi-tap-1-tang-kem-bookmark-postcard-phong-bi-thu-otaku-sticker.html
Cô Nàng Otaku Nhà Tôi - Tập 2 - Tặng Kèm 1 Postcard + Set 4 Bookmark PVC (Random),94.400 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/co-nang-otaku-nha-toi-tap-2-tang-kem-1-postcard-set-4-bookmark-pvc-random.html
Thám Tử Đã Chết - Tập 1 - Tặng Kèm Bookmark Tròn,94.010 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/tham-tu-da-chet-tap-1-tang-kem-bookmark-tron.html
Dược Sư Tự Sự (Light-novel) - Tập 2 - Tặng Kèm Bookmark + Postcard Có Chân Đế,88.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/duoc-su-tu-su-light-novel-tap-2-tang-kem-bookmark-postcard-co-chan-de.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 2 (Tái Bản 2022),112.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-2-tai-ban-2022.html
Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Tập 14 - Bản Đặc Biệt - Tặng Kèm Postcard + 2 Flyer + 2 Thẻ Nhựa,141.410 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/chuyen-tinh-thanh-xuan-bi-hai-cua-toi-qua-nhien-la-sai-lam-tap-14-ban-dac-biet-tang-kem-postcard-2-flyer-2-the-nhua.html
Hành Trình Của Elaina - Tập 11 - Tặng Kèm 03 Bookmark Bế Hình Nhân Vật + 1 Postcard,94.000 đ,25%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/hanh-trinh-cua-elaina-tap-11-tang-kem-03-bookmark-be-hinh-nhan-vat-1-postcard.html
Về Chuyện Tôi Chuyển Sinh Thành Slime - Tập 2 - Tặng Kèm Postcard + Bookmark Rimuru,119.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/ve-chuyen-toi-chuyen-sinh-thanh-slime-tap-2-tang-kem-postcard-bookmark-rimuru.html
Đao Ngữ - Tập 4: Bạc Đao Hari,82.500 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/dao-ngu-tap-4-bac-dao-hari.html
Miền Đất Hứa - The Promised Neverland - Khúc Ca Xưa Của Isabella Và Krone - Tặng Kèm 1 Pop-up Card (Thiết Kế Độc Quyền Cho Phiên Bản Việt Nam),56.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/mien-dat-hua-the-promised-neverland-khuc-ca-xua-cua-isabella-va-krone-tang-kem-1-pop-up-card-thiet-ke-doc-quyen-cho-phien-ban-viet-nam.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 4 - Tặng Kèm Bookmark,143.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-4-tang-kem-bookmark.html
86-EIGHTY SIX- Ep.6,116.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/86-eighty-six-ep-6.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 5,103.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-5.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 3,143.000 đ,15%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-3.html
SPY ROOM - Lớp Học Điệp Viên - Tập 1: Hanazono Lily - Tặng Kèm Bookmark Tròn,94.010 đ,-0%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/spy-room-lop-hoc-diep-vien-tap-1-hanazono-lily-tang-kem-bookmark.html
Miyama - Điệu Nhảy Dành Tặng Riêng Anh - Bản Đặc Biệt - Tặng Kèm Bookmark + 2 Postcard,123.250 đ,-0%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/miyama-dieu-nhay-danh-tang-rieng-anh-ban-dac-biet-tang-kem-bookmark-2-postcard.html
Miyama - Điệu Nhảy Dành Tặng Riêng Anh - Bản Đặc Biệt - Tặng Kèm Bookmark + 2 Postcard,123.250 đ,15%,https://cdn0.fahasa.com/media/catalog/product/_/i/_i_u-nh_y-d_nh-t_ng-ri_ng-anh-ddb.jpg,https://www.fahasa.com/miyama-dieu-nhay-danh-tang-rieng-anh-ban-dac-biet-tang-kem-bookmark-2-postcard.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 3,143.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/t/h/th_-gi_i-otome-game--600.jpg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-3.html
Bộ Sách Thám Tử Đã Chết - Tập 5 + SPY ROOM - Lớp Học Điệp Viên - Tập 5 - Tặng Kèm Quà + Poster + Huy Hiệu + Móc Khóa,213.300 đ,21%,https://cdn0.fahasa.com/media/catalog/product/t/h/tham-tu-da-chet-tap-5---bia-ao6000000_1.jpg,https://www.fahasa.com/bo-sach-tham-tu-da-chet-tap-5-spy-room-lop-hoc-diep-vien-tap-5-tang-kem-qua-poster-huy-hieu-moc-khoa.html
Chào Mừng Đến Lớp Học Đề Cao Thực Lực - Tập 3 - Bản Đặc Biệt - Tặng Kèm Camera Card,96.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/c/h/chao-mung-den-lop-hoc-3---bia-1_1.jpg,https://www.fahasa.com/chao-mung-den-lop-hoc-de-cao-thuc-luc-tap-3-ban-dac-biet-tang-kem-camera-card.html
Hôn Nhân Hạnh Phúc Của Tôi (Light-Novel) - Tập 1 - Tặng Kèm 02 Clipsheet + 01 Postcard Mica,80.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/h/n/hnhpctln.jpg,https://www.fahasa.com/hon-nhan-hanh-phuc-cua-toi-light-novel-tap-1-tang-kem-02-clipsheet-01-postcard-mica.html
Thần Chết Làm Thêm 300 Yên/Giờ (Tái Bản 2021),84.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/t/h/th_n_ch-th_n-ch_t-l_m-th_m-300-y_n-gi.jpg,https://www.fahasa.com/than-chet-lam-them-300-yen-gio-tai-ban-2021.html
OVERLORD - Tập 6: Những Anh Hùng Vương Quốc 2 - Tặng Kèm Postcard Đặc Biệt,128.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/o/v/overlord-6-_ln_---b_a-1_1.jpg,https://www.fahasa.com/overlord-tap-6-nhung-anh-hung-vuong-quoc-2-tang-kem-postcard-dac-biet.html
Tanya Chiến Ký 2: Plus Ultra - Tặng Kèm Bookmark,165.110 đ,21%,https://cdn0.fahasa.com/media/catalog/product/8/9/8935280908017.jpg,https://www.fahasa.com/tanya-chien-ky-2-plus-ultra.html
Về Chuyện Tôi Chuyển Sinh Thành Slime - Tập 1 - Bản Thường,108.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/t/t/ttph--v_-chuy_n-t_i-chuy_n-sinh-th_nh-slime_1.jpg,https://www.fahasa.com/ve-chuyen-toi-chuyen-sinh-thanh-slime-tap-1-ban-thuong.html
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 2,116.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/t/h/th_-gi_i-otome-game-th_t-kh_c-nghi_t-v_i-nh_n-v_t-qu_n-ch_ng-2.jpg,https://www.fahasa.com/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-2.html
Thám Tử Đã Chết - Tập 4 - Tặng Kèm Bookmark,86.110 đ,21%,https://cdn0.fahasa.com/media/catalog/product/t/h/th_ng-tin-s_ch---th_m-t_-_-ch_t-4b_a-_1_.jpg,https://www.fahasa.com/tham-tu-da-chet-tap-4-tang-kem-bookmark.html
Grimgar - Ảo Ảnh Và Tro Tàn - Tập 11,68.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/g/r/grimgar_-tap-11---ban-pho-thong.jpg,https://www.fahasa.com/grimgar-ao-anh-va-tro-tan-tap-11.html
Hội Chứng Tuổi Thanh Xuân - Tập 7 - Bản Giới Hạn - Tặng Kèm Bookmark + Postcard,84.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/h/o/hoi-chung-thanh-xuan-7_ban-gioi-han.jpg,https://www.fahasa.com/hoi-chung-tuoi-thanh-xuan-tap-7-ban-gioi-han-tang-kem-bookmark-postcard.html
Làm Bạn Thân Có Khó Không - Tập 5 - Tặng Kèm Bookmark,111.200 đ,20%,https://cdn0.fahasa.com/media/catalog/product/l/_/l_m-b_n-th_n-c_-kh_-kh_ng-5b_a.jpg,https://www.fahasa.com/lam-ban-than-co-kho-khong-tap-5-tang-kem-bookmark.html
Thám Tử Đã Chết - Tập 5 - Tặng Kèm 2 Bookmark,81.750 đ,25%,https://cdn0.fahasa.com/media/catalog/product/z/4/z4000145889612_fb68f19a2d9ac43702fbbeb63b5980b1.jpg,https://www.fahasa.com/tham-tu-da-chet-tap-5-tang-kem-2-bookmark.html
Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 1 (Tái Bản 2022) - Tặng Kèm Bookmark + Poster,95.000 đ,20%,https://cdn0.fahasa.com/media/catalog/product/8/9/8935325004971_11.jpg,https://www.fahasa.com/vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong-tap-1-tai-ban-2022-tang-kem-bookmark-poster.html
Liệu Có Sai Lầm Khi Tìm Kiếm Cuộc Gặp Gỡ Định Mệnh Trong Dungeon - Tập 10 - Bản Giới Hạn - Tặng Kèm Bookmark + Clearfile,96.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/lieu-co-sai-lam-khi-tim-kiem-cuoc-gap-go-dinh-menh-trong-dungeon-tap-10-ban-gioi-han-tang-kem-bookmark-clearfile.html
Grimgar - Ảo Ảnh Và Tro Tàn - Tập 14 - Bản Giới Hạn - Tặng Kèm Postcard Mica + Short Story,80.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/grimgar-ao-anh-va-tro-tan-tap-14-ban-gioi-han-tang-kem-postcard-mica-short-story.html
SPY ROOM - Lớp Học Điệp Viên - Ngoại Truyện Tập 1: Trận Chiến Cô Dâu - Bản Đặc Biệt - Tặng Kèm Postcard + 2 Thẻ Nhựa + Bìa Tặng Thêm + Thẻ Nhân Vật + Móc Khóa,98.750 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/spy-room-lop-hoc-diep-vien-ngoai-truyen-tap-1-tran-chien-co-dau-ban-dac-biet-tang-kem-postcard-2-the-nhua-bia-tang-them-the-nhan-vat-moc-khoa.html
Nhân Vật Hạ Cấp Tomozaki - Tập 4 - Bản Giới Hạn - Tặng Thẻ Normal + Thẻ Super Rare + 02 Clear Clipsheet,88.800 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/nhan-vat-ha-cap-tomozaki-tap-4-ban-gioi-han-tang-the-normal-the-super-rare-02-clear-clipsheet.html
Hội Chứng Tuổi Thanh Xuân - Tập 6 - Bản Giới Hạn - Tặng Kèm Bookmark + Postcard + Poster Lịch,84.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/hoi-chung-tuoi-thanh-xuan-tap-6-ban-gioi-han-tang-kem-bookmark-postcard-poster-lich.html
Tôi Thích Một Cô Gái Nhưng Chẳng Dám Ngỏ Lời,87.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/toi-thich-mot-co-gai-nhung-chang-dam-ngo-loi.html
Miền Đất Hứa - The Promised Neverland - Thước Phim Kỉ Niệm (Light Novel) - Tặng Kèm Card Khung Cửa Hồi Ức,76.500 đ,10%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/mien-dat-hua-the-promised-neverland-thuoc-phim-ki-niem-light-novel-tang-kem-card-khung-cua-hoi-uc.html
Grimgar - Ảo Ảnh Và Tro Tàn - Tập 3,68.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/grimgar-ao-anh-va-tro-tan-tap-3.html
Okitegami Kyoko I - Sổ Ghi Chép - Tặng Kèm Postcard Nhựa Hình Nhân Vật,116.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/okitegami-kyoko-i-so-ghi-chep-tang-kem-postcard-nhua-hinh-nhan-vat.html
SPY ROOM - Lớp Học Điệp Viên - Tập 5: Gujin Elna - Tặng Kèm Bookmark,81.750 đ,25%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/spy-room-lop-hoc-diep-vien-tap-5-gujin-elna-tang-kem-bookmark.html
Grimgar - Ảo Ảnh Và Tro Tàn - Tập 8,72.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/grimgar-ao-anh-va-tro-tan-tap-8.html
"Em Là Người Sống, Tôi Là Người Chết, Thế Giới Đôi Lúc Lại Đảo Ngược - Tặng Kèm Bookmark",90.850 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/em-la-nguoi-song-toi-la-nguoi-chet-the-gioi-doi-luc-lai-dao-nguoc-tang-kem-bookmark.html
Grimgar - Ảo Ảnh Và Tro Tàn - Tập 5,68.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/grimgar-ao-anh-va-tro-tan-tap-5.html
BAKEMONOGATARI 3 - Bản Thường Ver A: Postcard Nhựa,115.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/bakemonogatari-3-ban-thuong-ver-a-postcard-nhua.html
Ishura - Tu La Dị Giới - Tập 1: Tân Ma Vương Đại Chiến - Tặng Kèm Postcard + Thẻ Nhựa,109.810 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/ishura-tu-la-di-gioi-tap-1-tan-ma-vuong-dai-chien-tang-kem-postcard-the-nhua.html
Làm Bạn Thân Có Khó Không - Tập 2 - Tặng Kèm Bookmark + Poster Khổ Lớn (36x53cm),84.000 đ,20%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/lam-ban-than-co-kho-khong-tap-2-tang-kem-bookmark-poster-kho-lon-36x53cm.html
Đứa Con Của Thời Tiết,68.000 đ,21%,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/ring_loader.svg,https://www.fahasa.com/dua-con-cua-thoi-tiet.html
